Id,PID,MS SubClass,Lot Frontage,Lot Area,Street,Alley,Lot Shape,Land Contour,Utilities,Land Slope,Neighborhood,Condition 1,Condition 2,Overall Qual,Overall Cond,Roof Style,Roof Matl,Exterior 1st,Exterior 2nd,Mas Vnr Type,Mas Vnr Area,Exter Qual,Exter Cond,Foundation,Bsmt Qual,BsmtFin SF 1,BsmtFin SF 2,Bsmt Unf SF,Total Bsmt SF,Heating,Electrical,1st Flr SF,2nd Flr SF,Low Qual Fin SF,Gr Liv Area,Bedroom AbvGr,Kitchen AbvGr,Kitchen Qual,TotRms AbvGrd,Functional,Fireplaces,Fireplace Qu,Garage Cars,Garage Area,Garage Qual,Garage Cond,Wood Deck SF,Open Porch SF,Enclosed Porch,3Ssn Porch,Screen Porch,Pool Area,Misc Val,Sale Type,SalePrice,Total Baths,Has Finished Garage,Detached Garage,Has Finished Basement,Total sq ft,Is Remodeled,Has Pool,Has Fence,Has Paved Drive,Has Central Air,Lot Config_CulDSac,Lot Config_FR2,Lot Config_FR3,Lot Config_Inside,MS Zoning_C (all),MS Zoning_FV,MS Zoning_I (all),MS Zoning_RH,MS Zoning_RL,MS Zoning_RM,Misc Feature_Gar2,Misc Feature_NA,Misc Feature_Othr,Misc Feature_Shed,Heating QC_Fa,Heating QC_Gd,Heating QC_Po,Heating QC_TA,House Style_1.5Unf,House Style_1Story,House Style_2.5Fin,House Style_2.5Unf,House Style_2Story,House Style_SFoyer,House Style_SLvl,Bldg Type_2fmCon,Bldg Type_Duplex,Bldg Type_Twnhs,Bldg Type_TwnhsE,Age
1605,923277030,20,60.0,6600,Pave,NA,Reg,Lvl,AllPub,Gtl,Mitchel,Norm,Norm,5,9,Gable,CompShg,VinylSd,VinylSd,NA,0.0,4,4,CBlock,3,641.0,0.0,175.0,816.0,GasA,SBrkr,816,0,0,816,3,1,4,5,Typ,1,5,1.0,264.0,3,3,0,0,0,0,0,0,0,WD ,130500,1,0,0,1,816,1,0,1,1,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,36
897,908225370,50,50.0,8405,Pave,NA,Reg,Lvl,AllPub,Gtl,Edwards,Norm,Norm,4,3,Gable,CompShg,WdShing,Wd Shng,NA,0.0,3,3,Slab,0,0.0,0.0,0.0,0.0,Wall,FuseF,1088,441,0,1529,4,1,3,9,Mod,0,0,1.0,240.0,3,3,92,0,185,0,0,0,0,WD ,98000,2,0,1,1,1621,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,73
1426,906412010,20,91.0,11778,Pave,NA,Reg,Lvl,AllPub,Gtl,CollgCr,Norm,Norm,9,5,Hip,CompShg,VinylSd,VinylSd,Stone,554.0,4,3,PConc,4,2085.0,0.0,186.0,2271.0,GasA,SBrkr,2276,0,0,2276,3,1,5,7,Typ,2,4,3.0,1348.0,4,3,0,0,70,0,255,0,0,WD ,475000,2,1,0,1,2276,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,10
2240,910204090,30,60.0,8967,Pave,NA,Reg,Lvl,AllPub,Gtl,IDOTRR,Norm,Norm,5,2,Gable,CompShg,MetalSd,MetalSd,NA,0.0,3,2,BrkTil,2,0.0,0.0,961.0,961.0,GasA,Mix,1077,0,0,1077,2,1,3,6,Maj2,0,0,1.0,338.0,1,1,0,0,0,0,0,0,0,WD ,67000,1,0,1,0,1077,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,98
1706,528144050,60,86.0,10562,Pave,NA,Reg,Lvl,AllPub,Gtl,NridgHt,Norm,Norm,8,5,Gable,CompShg,VinylSd,VinylSd,Stone,300.0,4,3,PConc,5,1288.0,0.0,294.0,1582.0,GasA,SBrkr,1610,551,0,2161,3,1,5,8,Typ,1,4,3.0,789.0,3,3,178,120,0,0,0,0,0,New,325624,2,1,0,1,2459,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,11
2252,914460110,20,44.0,12864,Pave,NA,IR1,Lvl,AllPub,Gtl,Mitchel,Norm,Norm,7,5,Gable,CompShg,VinylSd,VinylSd,NA,0.0,4,3,PConc,4,1392.0,0.0,17.0,1409.0,GasA,SBrkr,1409,0,0,1409,1,1,4,4,Typ,1,4,2.0,576.0,3,3,0,144,0,0,145,0,0,WD ,245000,2,1,0,1,1553,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,16
1136,531375110,20,66.0,13695,Pave,NA,Reg,Lvl,AllPub,Gtl,SawyerW,RRAe,Norm,5,5,Gable,CompShg,VinylSd,VinylSd,NA,0.0,3,3,PConc,3,646.0,0.0,468.0,1114.0,GasA,SBrkr,1114,0,0,1114,3,1,4,6,Typ,0,0,2.0,576.0,3,3,0,102,0,0,0,0,0,WD ,159000,2,0,1,1,1216,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,14
1877,534204120,20,79.0,10289,Pave,NA,Reg,Lvl,AllPub,Gtl,NAmes,Norm,Norm,5,7,Hip,CompShg,MetalSd,MetalSd,BrkFace,168.0,3,3,CBlock,3,836.0,0.0,237.0,1073.0,GasA,SBrkr,1073,0,0,1073,3,1,3,6,Typ,0,0,2.0,515.0,3,3,0,0,0,0,0,0,0,WD ,156000,2,1,0,1,1073,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,53
424,528106020,20,105.0,15431,Pave,NA,Reg,Lvl,AllPub,Gtl,NridgHt,Norm,Norm,10,5,Hip,CompShg,VinylSd,VinylSd,Stone,200.0,5,3,PConc,5,1767.0,539.0,788.0,3094.0,GasA,SBrkr,2402,0,0,2402,2,1,5,10,Typ,2,4,3.0,672.0,3,3,0,72,0,0,170,0,0,WD ,555000,2,1,0,1,2474,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,10
1182,533251120,20,0.0,11120,Pave,NA,IR1,Lvl,AllPub,Gtl,Veenker,Norm,Norm,6,6,Gable,CompShg,Plywood,Plywood,NA,0.0,3,3,PConc,4,660.0,0.0,572.0,1232.0,GasA,SBrkr,1232,0,0,1232,3,1,3,6,Typ,0,0,2.0,516.0,3,3,0,0,0,0,0,0,0,WD ,162500,2,0,0,1,1232,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,34
2750,906225180,90,73.0,9069,Pave,NA,Reg,Lvl,AllPub,Gtl,SawyerW,Norm,Norm,6,8,Gable,CompShg,HdBoard,HdBoard,NA,0.0,4,4,PConc,4,261.0,1083.0,0.0,1344.0,GasA,SBrkr,1440,0,0,1440,2,2,4,8,Typ,0,0,4.0,920.0,3,3,288,0,0,0,0,0,0,WD ,224500,2,0,0,1,1728,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,25
1016,527276040,20,0.0,47280,Pave,NA,IR1,Lvl,AllPub,Gtl,Gilbert,Norm,Norm,6,5,Hip,CompShg,AsbShng,AsbShng,BrkFace,44.0,3,3,CBlock,3,0.0,0.0,1488.0,1488.0,GasA,SBrkr,1488,0,0,1488,3,1,3,6,Typ,1,3,2.0,738.0,3,3,0,0,180,0,0,0,0,WD ,133000,3,1,0,0,1488,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,68
2436,528250060,60,63.0,7875,Pave,NA,Reg,Lvl,AllPub,Gtl,Gilbert,Norm,Norm,7,5,Gable,CompShg,VinylSd,VinylSd,NA,0.0,4,3,PConc,4,0.0,0.0,783.0,783.0,GasA,SBrkr,807,702,0,1509,3,1,4,8,Typ,1,4,2.0,393.0,3,3,0,75,0,0,0,0,0,WD ,180000,3,1,0,0,1584,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,15
1607,923277080,20,60.0,6600,Pave,NA,Reg,Lvl,AllPub,Gtl,Mitchel,Norm,Norm,5,6,Gable,CompShg,HdBoard,Plywood,NA,0.0,3,3,CBlock,3,638.0,0.0,207.0,845.0,GasA,SBrkr,845,0,0,845,3,1,4,6,Typ,0,0,1.0,264.0,3,3,0,0,0,0,0,0,0,WD ,134500,1,0,0,1,845,1,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,36
2337,527216050,60,66.0,13682,Pave,NA,IR2,HLS,AllPub,Gtl,StoneBr,Norm,Norm,10,5,Hip,CompShg,VinylSd,VinylSd,BrkFace,1031.0,5,3,PConc,5,0.0,0.0,1410.0,1410.0,GasA,SBrkr,1426,1519,0,2945,3,1,4,10,Typ,1,4,3.0,641.0,3,3,192,0,37,0,0,0,0,New,438780,4,1,0,0,3137,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,12
1233,535105090,80,101.0,9150,Pave,NA,IR1,Lvl,AllPub,Gtl,NAmes,Norm,Norm,6,5,Gable,Tar&Grv,Plywood,Plywood,BrkFace,305.0,3,3,CBlock,4,371.0,0.0,728.0,1099.0,GasA,SBrkr,1431,0,0,1431,3,1,3,6,Typ,1,4,1.0,296.0,3,3,64,110,0,0,0,0,0,WD ,165000,1,1,0,1,1605,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,56
419,527455240,20,65.0,7150,Pave,NA,Reg,Lvl,AllPub,Gtl,NAmes,Norm,Norm,5,5,Gable,CompShg,HdBoard,HdBoard,BrkFace,60.0,3,3,CBlock,3,432.0,0.0,460.0,892.0,GasA,SBrkr,892,0,0,892,3,1,3,5,Typ,0,0,1.0,288.0,3,3,0,0,0,0,0,0,0,WD ,100000,1,1,0,1,892,0,0,1,1,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,51
633,535154060,20,0.0,12285,Pave,NA,IR1,Lvl,AllPub,Gtl,NAmes,Norm,Norm,7,6,Gable,CompShg,Plywood,Plywood,BrkFace,128.0,3,3,CBlock,3,544.0,0.0,785.0,1329.0,GasA,SBrkr,1329,0,0,1329,3,1,3,5,Typ,2,4,2.0,441.0,3,3,0,0,203,0,0,0,0,WD ,176000,2,0,0,1,1329,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,58
2722,905200340,20,102.0,17920,Pave,NA,Reg,Lvl,AllPub,Gtl,Sawyer,Norm,Norm,5,4,Hip,CompShg,Wd Sdng,Plywood,NA,0.0,3,3,CBlock,3,306.0,1085.0,372.0,1763.0,GasA,SBrkr,1779,0,0,1779,3,1,3,6,Typ,1,4,2.0,454.0,3,3,0,418,0,0,312,0,0,WD ,170000,2,0,0,1,2197,1,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,63
469,528228290,120,53.0,3684,Pave,NA,Reg,Lvl,AllPub,Gtl,Blmngtn,Norm,Norm,7,5,Hip,CompShg,VinylSd,VinylSd,BrkFace,130.0,4,3,PConc,4,0.0,0.0,1373.0,1373.0,GasA,SBrkr,1555,0,0,1555,2,1,4,7,Typ,1,3,3.0,660.0,3,3,143,20,0,0,0,0,0,WD ,174000,2,1,0,0,1718,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,11
1365,903456130,50,62.0,7006,Pave,NA,Reg,Lvl,AllPub,Gtl,IDOTRR,Norm,Norm,6,6,Gable,CompShg,Stucco,Stucco,NA,0.0,3,3,PConc,3,121.0,0.0,647.0,768.0,GasA,SBrkr,788,448,0,1236,3,1,3,6,Typ,1,4,1.0,384.0,3,3,0,0,0,0,0,0,0,WD ,127000,2,0,1,1,1236,1,0,1,1,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,93
1098,528294060,60,77.0,8390,Pave,NA,IR1,Lvl,AllPub,Gtl,Gilbert,Norm,Norm,7,5,Gable,CompShg,VinylSd,VinylSd,NA,0.0,3,3,PConc,4,0.0,0.0,831.0,831.0,GasA,SBrkr,873,778,0,1651,3,1,3,7,Typ,1,3,2.0,450.0,3,3,0,103,0,0,0,0,0,WD ,185900,3,1,0,0,1754,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,19
711,902206260,30,50.0,5784,Pave,NA,Reg,Lvl,AllPub,Gtl,OldTown,Artery,Norm,5,8,Gable,CompShg,MetalSd,MetalSd,NA,0.0,3,3,BrkTil,2,0.0,0.0,190.0,190.0,GasA,FuseA,886,0,0,886,2,1,3,4,Typ,0,0,1.0,273.0,3,3,144,20,80,0,0,0,0,WD ,91300,1,0,0,0,1050,1,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,80
2808,907405030,20,70.0,9135,Pave,NA,Reg,Lvl,AllPub,Gtl,CollgCr,Norm,Norm,6,5,Gable,CompShg,VinylSd,VinylSd,BrkFace,120.0,4,3,PConc,4,340.0,0.0,1342.0,1682.0,GasA,SBrkr,1700,0,0,1700,3,1,4,7,Typ,0,0,2.0,544.0,3,3,192,23,0,0,0,0,0,WD ,200000,2,1,0,1,1915,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,15
1959,535450310,50,78.0,10496,Pave,NA,Reg,Lvl,AllPub,Gtl,NAmes,Artery,Norm,6,6,Gable,CompShg,Wd Sdng,Wd Sdng,BrkFace,320.0,3,3,CBlock,3,196.0,0.0,844.0,1040.0,GasA,SBrkr,1168,678,0,1846,3,1,3,7,Typ,1,4,1.0,315.0,3,3,0,0,0,0,0,0,0,WD ,143000,2,0,0,1,1846,1,0,1,1,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69
2720,905200280,50,0.0,13650,Pave,NA,Reg,Lvl,AllPub,Gtl,Sawyer,Norm,Norm,5,5,Gable,CompShg,MetalSd,MetalSd,NA,0.0,4,4,CBlock,3,57.0,441.0,554.0,1052.0,GasA,SBrkr,1252,668,0,1920,4,1,4,8,Typ,1,4,2.0,451.0,3,3,0,0,0,0,0,0,0,WD ,172500,2,0,0,1,1920,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60
2170,908103090,20,67.0,8308,Pave,NA,Reg,Lvl,AllPub,Gtl,Edwards,Norm,Norm,4,6,Gable,CompShg,VinylSd,VinylSd,Stone,20.0,3,4,CBlock,3,132.0,841.0,115.0,1088.0,GasA,SBrkr,1088,0,0,1088,2,1,3,4,Typ,0,0,2.0,520.0,3,3,0,0,0,0,0,0,0,COD,110000,1,0,1,1,1088,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,55
603,534277090,20,0.0,9450,Pave,NA,IR1,Lvl,AllPub,Gtl,NAmes,Norm,Norm,4,5,Gable,CompShg,Wd Sdng,Wd Sdng,BrkFace,160.0,3,3,CBlock,3,775.0,0.0,265.0,1040.0,GasA,SBrkr,1362,0,0,1362,3,1,3,6,Typ,1,4,3.0,768.0,3,3,0,0,84,0,0,0,0,WD ,140000,1,1,0,1,1362,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,61
2113,906394050,20,78.0,9317,Pave,NA,IR1,Lvl,AllPub,Gtl,CollgCr,Norm,Norm,6,5,Gable,CompShg,VinylSd,VinylSd,NA,0.0,4,3,PConc,4,24.0,0.0,1290.0,1314.0,GasA,SBrkr,1314,0,0,1314,3,1,4,6,Typ,1,4,2.0,440.0,3,3,0,22,0,0,0,0,0,WD ,176432,2,1,0,1,1336,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,12
1146,531450090,20,0.0,7153,Pave,NA,Reg,Lvl,AllPub,Gtl,SawyerW,Norm,Norm,6,5,Gable,CompShg,HdBoard,HdBoard,BrkFace,88.0,3,3,CBlock,4,1200.0,0.0,78.0,1278.0,GasA,SBrkr,1294,0,0,1294,3,1,4,6,Typ,0,0,2.0,496.0,3,3,112,51,0,0,0,0,0,WD ,179200,2,1,0,1,1457,0,0,1,1,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,27
2105,906380120,20,68.0,8814,Pave,NA,Reg,Lvl,AllPub,Gtl,CollgCr,Norm,Norm,7,5,Gable,CompShg,VinylSd,VinylSd,BrkFace,80.0,4,3,PConc,4,925.0,0.0,349.0,1274.0,GasA,SBrkr,1274,0,0,1274,3,1,4,6,Typ,0,0,2.0,508.0,3,3,264,98,0,0,0,0,0,New,203000,2,1,0,1,1636,1,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,13
1786,528435060,20,83.0,9849,Pave,NA,Reg,Lvl,AllPub,Gtl,Somerst,Norm,Norm,7,6,Hip,CompShg,VinylSd,VinylSd,Stone,0.0,4,3,PConc,4,0.0,0.0,1689.0,1689.0,GasA,SBrkr,1689,0,0,1689,3,1,4,7,Typ,0,0,3.0,954.0,3,3,0,56,0,0,0,0,0,New,248328,2,1,0,0,1745,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,11
961,916382110,20,79.0,14463,Pave,NA,IR1,HLS,AllPub,Gtl,Timber,Norm,Norm,9,5,Gable,CompShg,CemntBd,CmentBd,BrkFace,406.0,5,3,PConc,5,1115.0,0.0,526.0,1641.0,GasA,SBrkr,1641,0,0,1641,3,1,5,7,Typ,0,0,3.0,885.0,3,3,0,95,0,0,0,0,0,WD ,316500,2,1,0,1,1736,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,10
1405,905403060,50,50.0,5190,Pave,NA,Reg,Lvl,AllPub,Gtl,Edwards,Norm,Norm,7,5,Gable,CompShg,BrkFace,Plywood,NA,0.0,3,3,CBlock,3,0.0,0.0,570.0,570.0,GasA,SBrkr,617,462,0,1079,2,1,3,5,Typ,1,4,1.0,249.0,3,3,135,0,0,0,0,0,0,WD ,125600,1,0,0,0,1214,1,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,70
1324,902406020,20,65.0,9750,Pave,NA,Reg,Lvl,AllPub,Gtl,OldTown,Norm,Norm,5,6,Gable,CompShg,MetalSd,MetalSd,BrkFace,164.0,3,3,CBlock,3,200.0,0.0,784.0,984.0,GasA,SBrkr,984,0,0,984,2,1,2,5,Typ,0,0,1.0,308.0,3,3,0,0,0,0,0,0,0,WD ,110000,1,0,1,1,984,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,59
1986,902205130,30,50.0,6000,Pave,NA,Reg,Lvl,AllPub,Gtl,OldTown,Norm,Norm,4,4,Hip,CompShg,MetalSd,MetalSd,NA,0.0,3,3,PConc,3,250.0,0.0,710.0,960.0,GasA,FuseA,960,0,0,960,2,1,2,5,Typ,0,0,1.0,308.0,3,3,0,0,168,0,0,0,0,WD ,108500,1,0,1,1,960,1,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,98
307,911204090,20,66.0,8712,Grvl,NA,Reg,Bnk,AllPub,Mod,IDOTRR,Norm,Norm,5,5,Hip,CompShg,Wd Sdng,Wd Sdng,NA,0.0,2,3,CBlock,3,0.0,0.0,540.0,540.0,GasA,FuseA,1044,0,0,1044,2,1,2,4,Typ,0,0,2.0,504.0,3,3,0,0,0,0,0,0,54,WD ,55993,1,0,0,0,1044,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,66
180,902206220,50,69.0,11851,Pave,NA,Reg,Lvl,AllPub,Gtl,OldTown,Artery,Norm,5,7,Gable,CompShg,VinylSd,VinylSd,NA,0.0,3,4,BrkTil,3,780.0,0.0,247.0,1027.0,GasA,SBrkr,1027,606,0,1633,3,1,4,7,Typ,1,4,1.0,240.0,3,3,0,100,126,0,0,0,0,WD ,129000,1,0,1,1,1733,1,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70
2896,916402125,20,54.0,13811,Pave,NA,IR1,Lvl,AllPub,Gtl,Timber,Norm,Norm,6,6,Gable,CompShg,HdBoard,HdBoard,BrkFace,72.0,3,3,CBlock,4,980.0,40.0,92.0,1112.0,GasA,SBrkr,1137,0,0,1137,2,1,4,5,Typ,1,3,2.0,551.0,3,3,125,0,0,0,0,0,0,WD ,176000,2,0,0,1,1262,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,31
668,535402090,20,83.0,10143,Pave,NA,Reg,Lvl,AllPub,Gtl,NAmes,Norm,Norm,6,7,Gable,CompShg,HdBoard,HdBoard,BrkFace,295.0,3,3,CBlock,3,384.0,0.0,996.0,1380.0,GasA,SBrkr,1380,0,0,1380,3,1,3,6,Typ,0,0,1.0,364.0,3,3,0,0,0,0,216,0,0,WD ,154000,2,0,0,1,1380,0,0,1,1,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,55
1582,916402215,20,93.0,18265,Pave,NA,Reg,Lvl,AllPub,Gtl,Timber,Norm,Norm,6,5,Gable,CompShg,Plywood,HdBoard,BrkFace,228.0,4,4,CBlock,4,920.0,60.0,276.0,1256.0,GasA,SBrkr,1256,0,0,1256,3,1,4,6,Typ,1,2,2.0,578.0,3,3,282,0,0,0,0,0,0,WD ,180000,2,0,0,1,1538,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,32
2285,923225050,120,44.0,4224,Pave,NA,Reg,Lvl,AllPub,Gtl,MeadowV,Norm,Norm,5,5,Gable,CompShg,CemntBd,CmentBd,NA,0.0,3,3,PConc,4,874.0,0.0,268.0,1142.0,GasA,SBrkr,1142,0,0,1142,3,1,3,6,Typ,1,1,2.0,528.0,3,3,536,90,0,0,0,0,0,WD ,134000,2,1,0,1,1768,0,0,1,1,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,42
2079,905426010,20,84.0,12615,Pave,NA,Reg,Lvl,AllPub,Gtl,Edwards,Norm,Norm,6,7,Gable,CompShg,WdShing,Wd Shng,NA,0.0,3,3,CBlock,3,477.0,0.0,725.0,1202.0,GasA,SBrkr,2158,0,0,2158,4,1,4,7,Typ,1,4,2.0,576.0,3,3,0,29,39,0,0,0,0,WD ,243000,2,0,0,1,2187,1,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,68
2272,916475020,20,85.0,14536,Pave,NA,Reg,Lvl,AllPub,Gtl,Timber,Norm,Norm,8,5,Hip,CompShg,VinylSd,VinylSd,BrkFace,236.0,4,3,PConc,4,1300.0,0.0,316.0,1616.0,GasA,SBrkr,1629,0,0,1629,3,1,4,9,Typ,1,4,3.0,808.0,3,3,0,252,0,0,0,0,0,WD ,270000,2,1,0,1,1881,1,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,16
2250,914452190,20,71.0,9187,Pave,NA,Reg,Bnk,AllPub,Gtl,Mitchel,Norm,Norm,6,5,Gable,CompShg,VinylSd,VinylSd,NA,0.0,3,4,PConc,3,336.0,0.0,748.0,1084.0,GasA,SBrkr,1080,0,0,1080,3,1,3,5,Typ,0,0,2.0,484.0,3,3,120,0,158,0,0,0,0,WD ,134000,2,0,0,1,1200,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,35
502,528365070,60,90.0,9900,Pave,NA,Reg,Low,AllPub,Mod,NoRidge,Norm,Norm,7,5,Gable,CompShg,HdBoard,HdBoard,BrkFace,256.0,4,3,PConc,4,987.0,0.0,360.0,1347.0,GasA,SBrkr,1372,1274,0,2646,4,1,4,9,Typ,1,3,3.0,656.0,3,3,340,60,144,0,0,0,0,WD ,260000,3,1,0,1,3046,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,25
2166,907420060,60,64.0,8333,Pave,NA,Reg,Lvl,AllPub,Gtl,CollgCr,Norm,Norm,7,5,Gable,CompShg,VinylSd,VinylSd,NA,0.0,4,3,PConc,4,0.0,0.0,738.0,738.0,GasA,SBrkr,738,753,0,1491,3,1,4,7,Typ,1,4,2.0,484.0,3,3,100,30,0,0,0,0,0,WD ,168675,3,1,0,0,1621,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,12
1622,527158090,80,0.0,10147,Pave,NA,IR1,Lvl,AllPub,Gtl,Gilbert,Norm,Norm,6,5,Gable,CompShg,HdBoard,HdBoard,BrkFace,32.0,3,3,PConc,4,186.0,0.0,206.0,392.0,GasA,SBrkr,924,770,0,1694,3,1,3,7,Typ,1,3,2.0,398.0,3,3,256,64,0,0,0,0,0,WD ,160000,3,1,0,1,2014,0,0,1,1,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,24
1299,902136110,50,44.0,5914,Pave,Grvl,Reg,Lvl,AllPub,Gtl,OldTown,Norm,Norm,5,9,Gable,CompShg,Wd Sdng,HdBoard,NA,0.0,3,3,BrkTil,2,0.0,0.0,684.0,684.0,GasA,SBrkr,684,396,0,1080,3,1,4,5,Typ,0,0,0.0,0.0,0,0,0,165,30,0,0,0,0,WD ,95000,1,0,0,0,1245,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,128
